,Test_index,Presentation,Question,Data_q_0.01,Data2_q_0.01,Data_q_0.2,Data2_q_0.2,Data_q_0.25,Data2_q_0.25,Data_q_0.3,Data2_q_0.3,Data_q_0.4,Data2_q_0.4,Data_q_0.5,Data2_q_0.5,Data_q_0.6,Data2_q_0.6,Data_q_0.7,Data2_q_0.7,Data_q_0.75,Data2_q_0.75,Data_q_0.8,Data2_q_0.8,Data_q_0.9,Data2_q_0.9,Data_q_0.99,Data2_q_0.99,Data_mean,Data2_mean,Data_max,Data2_max,Data_min,Data2_min,Data_median,Data2_median,data_2_amp_0,data_2_amp_1,data_2_amp_2,data_2_amp_3,data_2_amp_4,data_2_amp_5,data_2_amp_6,data_2_amp_7,data_2_amp_8,data_2_amp_9,data_2_phase_0,data_2_phase_1,data_2_phase_2,data_2_phase_3,data_2_phase_4,data_2_phase_5,data_2_phase_6,data_2_phase_7,data_2_phase_8,data_2_phase_9,data_amp_0,data_amp_1,data_amp_2,data_amp_3,data_amp_4,data_amp_5,data_amp_6,data_amp_7,data_amp_8,data_amp_9,data_phase_0,data_phase_1,data_phase_2,data_phase_3,data_phase_4,data_phase_5,data_phase_6,data_phase_7,data_phase_8,data_phase_9
43,3,3,13,-604.27,-226.22,-358.0,-38.99999999999996,-293.0,3.5,-245.3,29.0,-177.2,79.60000000000001,-106.5,143.5,-18.999999999999943,202.20000000000002,73.19999999999993,312.4999999999999,122.5,379.0,146.00000000000009,470.80000000000007,239.29999999999998,618.0,318.14999999999975,768.7099999999998,-106.0625,193.275,350,810,-621,-252,-106.5,143.5,46386.0,36902.193640482394,7624.313059181007,5588.851883565977,3929.215949692129,2184.2033221983,545.0136240033901,1138.1313507679438,1230.9872563234264,947.9912758735744,1.5707963267948966,0.3408915680784506,-0.8751221233097766,0.9771378075744795,-0.9999998873424397,0.24524552073089273,0.5896469112223662,0.9495226262215075,0.9111146671685137,0.7111073881712557,25455.0,8553.892421505961,2466.0109117861425,3923.120057596482,2161.0725969186665,3054.261242788598,1678.020590016808,1686.8721648949138,2007.8486727271556,2215.5163419681153,1.5707963267948966,0.5587770167963719,0.6715289793493909,-0.2506890129851466,-0.9935017739017247,0.5610090978836282,0.9547755778490924,0.4158776240402843,0.9888680003709708,0.680108986893844
44,3,2,1,-326.69,-950.32,-8.399999999999949,-540.4,76.0,-424.25,193.80000000000007,-289.9,301.0,-160.39999999999995,468.5,48.5,617.0000000000001,290.4,851.9,432.29999999999995,956.75,511.75,1037.4,555.8000000000002,1139.1,709.4,1303.83,943.5899999999997,497.1166666666667,26.5625,1329,989,-405,-984,468.5,48.5,6375.0,84064.7936314596,5840.033463543564,12573.495914378871,6954.089728085706,2039.7047086499272,2006.0374095402508,3127.7670135208095,1476.9755246496018,2017.429198866606,1.5707963267948966,0.4184570301094098,0.3100117463570412,0.8403293855173481,-0.026194591600207973,0.9862256631974227,0.90951624434447,0.09529555521357524,-0.4040465400379162,0.3353734817485233,119308.0,71490.39546018485,20654.726893456318,11227.375181209847,2993.3916119248756,4759.235200063994,1314.1356970022111,785.7820808701556,1665.0356402115103,674.978404298449,1.5707963267948966,0.5891500445927903,-0.1300867034321601,0.9999999999995188,-0.8838327721273306,0.47482932944676226,-0.7104653325989612,-0.7570463578230235,0.9197507762168705,-0.7446899432914673
45,1,1,9,-181.83,-183.61,-69.0,-79.19999999999999,-56.0,-62.25,-40.0,-38.599999999999994,-10.399999999999991,-15.799999999999983,10.5,24.0,34.400000000000006,56.0,54.89999999999995,98.29999999999998,67.75,147.25,88.00000000000009,194.20000000000002,132.29999999999998,306.4,227.48999999999987,421.1999999999997,12.2875,54.49166666666667,246,443,-196,-196,10.5,24.0,13078.0,20052.151801488617,9708.831757070742,8644.251008985762,1017.7642638784774,811.6814308821264,1376.3288556465532,1142.423601225914,720.7892846137255,550.9578857420981,1.5707963267948966,-0.8847633552019449,0.42949342673527785,0.19587273958933527,0.20205389681286923,0.9974341007975496,-0.5649586696992559,-0.5664411115928687,-0.2697316786557334,-0.24132812608886164,2949.0,4249.207869792536,8120.993748241855,5896.587982122198,515.0329654868199,538.3066537342038,863.9814782436135,601.6562344960842,313.1294596636262,492.64224989650336,1.5707963267948966,0.8952823988215344,0.15561931160019105,-0.07495750753231714,-0.5376092503413683,0.27041295716319097,-0.29443346599931564,-0.5387728401440788,-0.5631218578963892,-0.1609041922433211
46,2,1,2,-250.66,-1331.15,-159.2,-776.0,-137.25,-642.0,-120.3,-570.8,-82.39999999999999,-483.59999999999997,-54.5,-371.0,-30.399999999999977,-209.1999999999999,-6.0,-29.700000000000017,9.5,97.75,28.0,226.60000000000005,81.29999999999998,415.99999999999983,149.87999999999988,632.2499999999997,-58.57083333333333,-320.775,160,667,-259,-1376,-54.5,-371.0,76986.0,61200.07408219428,20371.783051810336,11809.25448140426,8894.389567959233,7937.286803021554,3602.1208688684246,5094.4412845980405,4043.260696124618,3047.621322219636,1.5707963267948966,0.6119189687066725,0.004050866263328239,0.15222309363770123,0.256480968007357,0.40698946449579665,0.0961246565304523,0.5328621930999634,0.9807918891312062,0.8920756786579445,14057.0,12770.568821204257,2397.2889140843245,1808.9136154231214,1030.614122223045,1128.172168635614,928.1153880332866,788.3182525119381,697.9718745113895,523.301082639509,1.5707963267948966,0.6774318882762882,0.06931640497080292,0.13271237665571578,0.5466011439176317,0.42116106457629277,0.5341102391424246,0.598120065324381,0.921346076752557,0.9999999997676083
47,2,1,0,-1520.93,-118.88,-1204.0,-25.199999999999996,-842.25,-20.0,-477.9,-13.299999999999997,-293.99999999999994,-6.0,-170.0,4.0,-23.19999999999999,21.400000000000006,236.0,30.299999999999983,470.25,33.0,690.8000000000004,36.0,1111.8999999999999,45.0,1445.5699999999995,58.21999999999997,-145.25833333333333,1.1333333333333333,1545,60,-1539,-128,-170.0,4.0,272.0,3967.0303538274306,2552.279693104439,2238.9027621388445,1057.82552233367,682.9382618216645,185.62249772903803,445.6688302503385,163.43605145060607,101.78937981943601,1.5707963267948966,0.12048809796706712,-0.9940422573853767,-0.7881615953038874,0.39425364803331436,-0.5980234933169286,0.744914156140852,0.5786127452475497,-0.9702106211829082,-0.03475039997905461,34862.0,130201.76990520066,56111.719735027305,22145.98721838433,12074.99418654555,10087.549596857702,6518.577385669577,6944.674392947332,5583.928606964864,4481.259189064515,1.5707963267948966,-0.35055141648384586,-0.8661597766664576,-0.9999999996634586,-0.137653228973436,-0.1051601837195535,0.016460665017449215,0.03947672921726075,0.005223434013999526,-0.01726598094512702
48,3,2,8,-50.44,-871.66,33.60000000000001,-717.2,63.0,-685.25,90.7,-660.2,164.20000000000002,-586.5999999999999,270.0,-494.5,301.8,-407.4,323.59999999999997,-353.5000000000001,338.0,-332.75,351.0,-313.59999999999997,380.2,-250.0,431.8299999999999,-179.78000000000003,209.90416666666667,-509.4166666666667,441,-174,-61,-906,270.0,-494.5,122260.0,30979.431317775445,3755.4270537346833,3559.651059149113,4704.076408219834,494.33387450487675,1995.137842303049,872.2472562383138,715.8284604546068,2213.4897756655355,1.5707963267948966,-0.07669534873654603,-0.9101861574231809,0.16491133939478622,-0.19322943641490722,0.008720207920486165,-0.2567672273800283,-0.461677467630386,0.9892319607687958,-0.10645618918873695,50377.0,23142.50287992637,3809.700136156944,2749.544994004901,3451.532459911406,1578.0672352009724,1985.9533860931567,1679.43923419315,1205.9787889154072,1088.5974991585804,1.5707963267948966,0.294796566617223,-0.5430139390914317,0.5565233152973668,-0.2983109517231176,0.3719876083282393,0.32362766615758465,0.27289547856458896,0.2700075115139439,0.2694408468036812
49,1,3,2,-66.61,54.39,-34.199999999999996,63.0,-29.0,65.0,-23.0,67.0,-11.0,70.60000000000001,3.0,73.0,14.400000000000006,76.0,27.299999999999983,79.0,33.25,81.0,39.0,83.0,50.099999999999994,88.1,82.60999999999999,98.60999999999999,2.4875,73.675,94,101,-78,52,3.0,73.0,17682.0,1087.7467140792535,236.56756999981513,263.5859276861232,195.7250453767835,140.09065511584356,92.65322424037086,81.52833144575635,47.34023373276487,74.12667986865617,1.5707963267948966,0.690834788976193,-0.32095110188903025,0.2801961161267408,0.9999999999958475,0.592901856433738,0.9653759588955185,-0.9999999739568999,-0.9999533961185922,-0.3257338317713657,597.0,1189.550885926571,1405.381370758169,1288.724836026335,689.2537555715103,527.3126113129756,250.21786831573274,471.2946231697338,301.65212920764003,311.80614087552186,1.5707963267948966,0.9972558519142294,-0.21928415263135578,0.2634175425094368,0.4090179443221968,0.4657114771713876,0.5636619991586103,0.48419279351113276,0.7835041235348373,0.9323508827547659
50,3,2,8,-284.66,-921.54,-78.19999999999999,-675.0,-27.0,-629.25,18.700000000000003,-569.3,94.20000000000002,-467.2,145.0,-398.0,193.0,-349.0,227.89999999999995,-279.70000000000005,255.5,-247.5,290.20000000000005,-194.79999999999998,363.29999999999995,-79.30000000000004,445.09999999999985,92.97999999999973,117.15833333333333,-420.17083333333335,459,150,-309,-951,145.0,-398.0,100841.0,30611.03984233317,4460.24812469425,3007.3936867375623,2209.7911088074366,2134.3448870844186,5177.467937008129,1172.0205615248306,936.7931815462282,1881.9101773808843,1.5707963267948966,0.3563312493445298,0.5221192678052188,0.9999999982135277,0.9999999900372236,-0.9987299904298284,0.9430283869463127,-0.1687845258967994,-0.888055265659363,-0.91264391553578,28118.0,25969.159886878588,2065.025192813179,6737.851779899355,4712.744937968296,674.6188130642325,1670.286259491271,2154.2553848229613,1439.5524592073707,620.493991719093,1.5707963267948966,0.32809140017460225,-0.8970700902836463,1.0,0.5659967372835225,0.22164033322802149,0.492659812343228,0.640931905471581,0.4106236688086082,0.9672062284079327
51,3,2,6,-216.27,-714.61,-113.19999999999999,-688.2,-98.25,-681.0,-81.6,-675.0,-59.39999999999999,-659.4,-39.5,-646.0,-3.0,-620.6,24.0,-607.0,46.75,-600.0,78.40000000000003,-587.0,108.1,-571.9,156.43999999999994,-536.78,-27.529166666666665,-638.6041666666666,165,-530,-224,-720,-39.5,-646.0,153265.0,7039.941590456604,2121.4775800404877,656.5620042188855,923.0167304982651,1281.074043804002,549.7034924937403,508.7839490824561,432.4716518288593,136.7752288286455,1.5707963267948966,-0.04783323344138778,0.8930269412105176,-0.7464304527832709,-0.6209405326371353,0.17483785515907274,0.10640682805322507,0.2335017902368826,0.18512525637781926,1.0,6607.0,13398.910443002851,7693.767430153209,1180.3160010204472,909.5057422171373,1261.041556316255,670.607172081749,796.564590670657,584.5312718088524,310.0213428881673,1.5707963267948966,-0.0645113625132668,0.022585642248108037,-0.6654263663300767,0.8139614391655307,0.010319200595130149,0.4772095623047388,0.26908520896808663,0.8900669895212687,0.9739823508909226
52,2,1,8,-375.81,-231.64,-177.0,30.400000000000013,-139.75,82.75,-111.3,124.80000000000001,-51.79999999999998,187.20000000000005,-1.5,287.5,43.20000000000002,386.20000000000005,109.0,437.9,144.25,481.25,192.00000000000026,525.6,294.1,639.1999999999999,486.61,929.1499999999997,10.679166666666667,292.49583333333334,507,958,-413,-270,-1.5,287.5,70199.0,38102.54304749911,5375.41967319844,5251.483092825879,13821.931739006954,4478.6248163686505,6612.884266456664,9951.642605250814,3130.120366399357,2547.8526547187857,1.5707963267948966,0.5840517879441002,-0.39685456572549654,-0.056049185770275026,0.5042603204674838,0.773621666384759,0.13698170040593483,0.024103431394939458,0.8326426370866267,-0.14061080052661848,2563.0,18088.602466415756,3560.089964169171,4878.208316202146,12541.519932924117,5619.463593143828,7601.697547689611,10016.664398617755,2456.2833545349295,3231.9887799399794,1.5707963267948966,0.232247854978789,0.3340993365372709,0.06648346697761544,0.829951483658627,0.9998351373159898,0.1481293901326503,0.261259169901242,0.9538760339626564,-0.09699128169645939
53,1,3,5,-144.22,-383.61,-50.39999999999999,-247.2,-33.0,-225.75,-3.8999999999999915,-190.3,75.20000000000002,-115.39999999999995,147.0,-13.5,202.4,142.40000000000003,279.29999999999995,274.59999999999997,286.5,318.75,312.0,367.2000000000001,345.0,450.1,386.21999999999997,613.22,130.47083333333333,48.11666666666667,393,669,-169,-406,147.0,-13.5,11548.0,45581.352848943236,7767.389430774526,6703.247498537876,7449.692424143394,3101.2117464771254,2931.491929241301,3412.473124955065,2144.3410008969986,1850.1605937539325,1.5707963267948966,0.033803868569577976,-0.9997838943802041,0.04878358894685061,-0.54726935868109,-0.8326379359676528,0.6565269166831788,0.13199181764626938,0.5965549387777068,-0.05076479997774889,31313.0,27970.817752648196,1544.9208075866434,1037.5657308781867,139.9216248808912,194.1317531830202,236.3330258158225,138.71342415976133,107.50718414256724,87.68556102117012,1.5707963267948966,-0.4949245301137353,-0.32768691402713174,-0.9999999995061617,-0.36070761016904684,-0.8387641210066793,-0.975314745088309,-0.398731400107555,1.0,-0.31023760905301373
54,3,3,2,-326.03,-1118.16,-138.39999999999998,-567.1999999999999,-113.5,-494.75,-95.3,-401.09999999999997,-56.79999999999998,-264.79999999999995,-10.5,-174.5,30.80000000000001,-12.19999999999996,68.29999999999998,183.59999999999962,89.0,259.0,102.20000000000002,348.4000000000002,157.2,557.4999999999999,258.09999999999985,915.0999999999999,-19.604166666666668,-117.35,282,941,-349,-1168,-10.5,-174.5,28164.0,64582.10025184576,18067.85983341893,6481.070450094935,4878.365419332756,2968.721299450043,719.9138871729459,899.8677254581044,855.6510640534685,494.9813628788503,1.5707963267948966,0.6710629804881496,0.547508252698715,0.9963009798693634,0.25183059449627654,-0.9284949702468874,0.9999838208443158,-0.9999987306431922,0.17757925718528247,0.23729447308208793,4705.0,8077.948165919146,7180.365936033875,743.2499184302263,588.405352164253,2514.3444516308045,598.4214296703593,724.746778214674,745.3978492334406,284.14632489972104,1.5707963267948966,0.9969961446748177,0.22801519660052177,-0.831283494921101,-0.9820267340237335,-0.5434678198038211,0.9708408076238236,0.5260435835314928,0.2714433455225358,-0.48592072189535274
55,2,3,1,-477.98,-1391.61,-199.79999999999998,-1088.6,-178.25,-1027.0,-136.3,-945.6,-74.0,-829.8,-29.0,-733.5,14.800000000000011,-492.5999999999999,53.0,-209.40000000000003,72.5,-115.5,92.0,32.40000000000012,145.1,228.39999999999992,249.14999999999978,612.61,-53.87083333333333,-556.5625,314,680,-501,-1416,-29.0,-733.5,133575.0,80129.11667744654,15645.969411790218,5702.268110033613,11573.631146235606,10650.97852718921,6941.427580266369,5139.5573417472615,5394.306381096691,4153.925721285065,1.5707963267948966,-0.5980604493725147,0.6317105464561268,0.4776686178664606,-0.1387072965524652,0.18887008394311106,0.3186258316193593,0.34473689156502074,0.5312730372264284,0.5015958457174777,12929.0,10829.602530592392,6167.846194036278,235.09463174515218,3712.6389844922587,2634.3027822736126,1339.9014188450815,864.2909337624347,1365.6656793259817,822.9286357318447,1.5707963267948966,0.12162038722766444,0.9223379043056701,-0.9858059414315362,-0.3237537604776642,0.26035265448742373,0.4994429096964838,0.6216603975554378,0.9855790439960678,0.9994997814347673
56,0,1,9,-223.22,-1205.83,-151.0,-505.2,-135.25,-387.25,-122.0,-271.6,-96.0,-120.79999999999998,-67.0,14.5,-39.599999999999994,168.20000000000002,-11.0,310.19999999999976,2.0,362.75,19.0,436.40000000000003,57.0,579.5,116.21999999999997,804.4899999999999,-64.2875,-39.78333333333333,132,817,-228,-1298,-67.0,14.5,9548.0,44043.20125644251,9318.935436647904,7578.067910855798,5935.777073248053,1923.8055543413814,5919.476628569131,2440.02859162891,4882.611436413141,5139.476470841225,1.5707963267948966,-0.9120259038431471,0.7624463098271999,0.02279574321374843,0.3929679519175826,0.2956121978746236,0.3716321998591011,0.9172477194398077,-0.22969294231348897,-0.22012211061009743,15429.0,7447.3637142622765,723.3656307983848,1763.3588246308366,813.1750567435456,392.92012212959673,837.990013744573,73.37508189066581,727.8681478236877,649.4283421722002,1.5707963267948966,-0.6948203618742177,0.37230227906008473,0.34462668961538123,0.6671692654700332,0.926286730417355,0.7987151310475493,0.9801791971897097,-0.006291778031832706,-0.2326771014913477
57,3,3,3,-70.61,62.68,-5.199999999999996,190.60000000000002,1.75,211.25,11.0,226.7,29.200000000000017,261.8,46.0,287.0,59.400000000000006,315.4,78.0,341.29999999999995,86.25,351.0,93.20000000000002,368.40000000000003,117.1,411.4,148.60999999999999,487.43999999999994,43.583333333333336,279.59583333333336,154,518,-85,30,46.0,287.0,67103.0,11848.592346782969,1874.7762996002614,5031.059793133622,6897.8141534015895,4069.062870336154,1889.1756351898555,2973.3652165212998,1547.0244114696686,1809.491565525314,1.5707963267948966,0.8701139334879857,-0.08001530950500987,-0.7933205764334073,-0.05039616315386174,-0.41384897116202873,-0.5354270426517435,0.6150117787330279,-0.9226868446147176,-0.17839691350542233,10460.0,7180.175477140366,3923.808986720137,1170.426732667182,504.50622968895533,647.6250087167836,172.58788164068832,335.7084002929339,266.05743885167493,234.2134350647468,1.5707963267948966,0.9712699083990788,-0.9583624033453255,-0.7100363707766107,1.0,0.6280095597700954,0.9801178264375098,0.5012027337897139,0.7337434541873352,0.9993425059693383
58,2,3,3,-186.61,180.56,-53.199999999999974,201.0,-21.25,203.75,-6.299999999999997,206.0,30.60000000000001,212.60000000000002,76.0,217.0,123.00000000000003,231.0,155.29999999999998,240.0,174.0,243.0,187.0,245.20000000000002,242.59999999999997,253.0,302.61,263.61,72.225,222.30833333333334,317,267,-202,177,76.0,217.0,53354.0,2994.575710707792,679.6315126189404,925.1985362215817,588.6401555618392,616.0261675183574,633.4140863396508,459.15596376067145,205.3066298647035,248.18341833748812,1.5707963267948966,-0.16511934019675434,0.21296908282925953,-0.34327159414329816,-0.41653507073015567,0.30870093328216985,-0.14004459292277388,0.48730531809408384,-0.9201033031417791,0.4457068287238188,17334.0,19029.877729326552,1392.9902670992121,586.390974810074,181.24880347458492,465.30302897519357,536.781470864522,339.24688616965375,346.7600419672236,698.4637855012286,1.5707963267948966,-0.4167629619191195,0.20581021329271182,-0.27648474636639975,-0.9703413299596452,0.9478260518087225,0.9698733024856947,0.609183940353406,0.9995819024613632,-1.0
59,3,1,9,-401.0,-748.66,-168.2,-676.0,-142.25,-666.0,-116.6,-654.0,-63.599999999999966,-629.8,-32.5,-609.0,27.80000000000001,-591.6,98.59999999999997,-576.0,175.5,-563.5,228.00000000000009,-554.8,357.0,-526.0,447.0,-488.0,14.354166666666666,-613.7208333333333,472,-485,-428,-768,-32.5,-609.0,147293.0,5884.461159832507,6369.506525604934,3521.4600891297155,3120.9833283262,2543.8267939991815,993.0933342379275,1291.7662866595647,931.0338938421189,812.2705526494854,1.5707963267948966,-0.9453955125221496,0.7188896678914958,0.292875233184384,0.6855164812962504,-0.46612963682885994,-0.9999999995330323,0.0909262605266019,-0.987681160802265,0.939829675668879,3445.0,31242.84871086439,9676.924977083514,6654.494529838896,3610.0449265507978,3721.2275304958584,1661.2993105971582,1295.4751459233132,973.7387050366449,925.9337249643141,1.5707963267948966,0.9913359406619945,0.6666040453767829,0.23618171035322774,-0.2805422060144403,-0.2932223313713937,-0.011087882287701589,-0.5814479835403827,-0.2286185446480739,-0.0557474519706243
60,0,1,2,-65.27,587.78,51.800000000000004,667.8,66.0,685.5,84.7,711.0,108.0,754.0,130.5,793.0,157.8,817.8,182.29999999999998,839.0,199.25,855.25,213.0,860.2,245.2,901.0,296.0,982.22,130.1625,775.9916666666667,313,999,-87,575,130.5,793.0,186238.0,2951.2734926991347,3372.7373567499167,1512.8213087871495,1737.814382552255,457.84478860209856,12.021591176635248,810.7616968301884,366.61840227938484,733.258179310541,1.5707963267948966,0.2574559796317281,-0.4851750398304605,0.4690614688012764,0.8955825839782633,0.8161350605997243,-0.306846356516838,-0.3707024074961312,0.15725402195847885,-0.49326709976828625,31239.0,6326.5876322631875,4356.2090876396005,3572.2404903550505,1559.7475739291126,1431.0929356527824,1190.0170804782033,1189.637514779408,987.270539027821,1189.3134040327777,1.5707963267948966,0.9947849699935563,0.42537520420408376,-0.5543110273828143,-0.04191548391595968,0.12895772099748892,0.2800822180636875,-0.24096078053888614,-0.015950831280459273,-0.11559095032710606
61,0,2,3,-107.61,-586.83,-51.199999999999996,-489.0,-38.25,-468.0,-28.19999999999999,-449.5,-7.3999999999999915,-403.2,8.0,-362.0,26.400000000000006,-322.0,43.29999999999998,-269.70000000000005,53.25,-214.25,69.20000000000002,-166.7999999999998,96.29999999999998,19.099999999999937,144.48999999999987,281.43999999999994,8.5,-307.74583333333334,164,283,-111,-595,8.0,-362.0,73859.0,24775.763340823753,13985.97829446695,10779.762011863826,7022.911649014416,7357.368292905714,6079.534024774223,5755.96805784979,5639.246714946742,4852.786514635894,1.5707963267948966,0.8547524705031714,0.18276816763211634,0.330911837217307,0.4166010837301663,0.28025896959065205,0.3970239228072492,0.2433348201034255,0.06649509213936135,0.05177238780889716,2040.0,6154.293417792701,1053.192630347676,449.2432266886769,488.4644164374954,447.2656353462118,640.3570783259559,482.2733777615663,958.2316913343273,960.6221886870029,1.5707963267948966,0.395182255495846,-0.9999911330130434,-0.9148174172645405,0.8880408615265903,-0.40160380573115745,-0.6288187768956263,-0.9999999543261453,-0.9930284547632471,-0.8110903530095936
62,2,2,4,-302.66,-319.81,-82.19999999999999,-79.39999999999999,-27.25,-21.5,7.400000000000006,14.0,123.40000000000008,116.80000000000003,236.5,217.0,381.20000000000005,334.0,636.3,511.5999999999998,697.5,589.25,791.0000000000002,659.4000000000001,898.1,746.1,1046.7099999999998,889.8799999999999,311.12916666666666,257.6875,1081,919,-309,-360,236.5,217.0,61845.0,49360.165075728495,16333.517070466185,2215.7564659094032,5743.550549516018,2329.118826092653,3393.621560584804,1975.1238659485898,2259.4801870884553,2211.967263169823,1.5707963267948966,-0.5902866743045768,0.8402183718725782,0.8721798003988408,0.2642007660978469,0.6570183109564007,0.29944201938041276,0.7226557942893274,0.5943954947731203,0.34524980012002293,74671.0,59605.554134075195,20613.711950506775,3104.312348432499,6084.064959573714,2530.652748672671,2972.073794909224,1927.599782964586,2355.1066780399005,2107.4252326821415,1.5707963267948966,-0.46319566880296137,0.9077266183770067,-0.9274854925769892,0.3254158197041366,0.9015398577702806,0.4338725783356492,0.7908164980786344,0.6925492248095703,0.4577105753266531
63,0,3,8,-739.54,-982.28,-624.0,-600.2,-611.0,-559.75,-595.0,-513.3,-559.8,-419.79999999999995,-543.5,-347.5,-522.6,-294.0,-499.80000000000007,-215.70000000000002,-481.75,-168.0,-469.19999999999993,-132.79999999999998,-434.0,-4.700000000000017,-370.39,242.60999999999999,-546.1875,-361.375,-344,305,-759,-1047,-543.5,-347.5,86730.0,31926.345092409116,2715.721011390236,7972.376901141291,8576.674705315667,5246.3482393648865,3654.371673424853,2248.2469365838283,2430.909864647674,1296.0497318187959,1.5707963267948966,0.8354983818252071,0.0823947540497041,-0.8823289200427679,0.3720670316497885,-0.9844271658112251,0.04821776997570007,-0.08147048285629377,-0.06366490158086846,-0.13152394171036844,131085.0,9584.61853126765,757.5664427239859,2219.856303974488,2479.4601532163138,1814.5726829615505,1021.1031657205697,783.4039258684301,602.2651175867635,439.0775530360428,1.5707963267948966,0.9685544851989258,0.6244559019389776,-0.935602047741136,0.6740742479708794,-0.7591807669386765,0.20346618305523753,-0.12954422417392444,-0.0006890167901425061,-0.1539777170976143
64,2,1,1,-508.05,40.0,-362.2,60.0,-320.75,62.75,-292.6,65.0,-229.79999999999998,69.0,-187.5,74.0,-158.0,79.0,-124.0,83.29999999999998,-105.5,86.0,-71.99999999999991,90.0,23.19999999999999,99.0,117.04999999999993,114.0,-201.66666666666666,74.6375,138,117,-530,36,-187.5,74.0,17913.0,1832.9114832328546,390.7915868916244,649.4649519812358,86.93952532335267,91.92574203682068,31.713327337633803,102.27158361281822,51.48297492299424,87.58013256361313,1.5707963267948966,-0.9793242034960457,-0.3241187478218437,0.9999997930257128,0.9973748267402487,-0.9127572166561175,-0.36972879309491546,-0.5913007614471231,0.9980069688607281,-0.7242706107548629,48400.0,19528.509754329913,2135.833901915309,5421.155862542547,59.21037481102224,699.8319506494103,258.12354201778487,543.0955834629078,165.06991993142998,467.28321397622744,1.5707963267948966,-0.9999980370427755,-0.22865560066868254,0.9999455293629469,-0.3725026357281475,-0.9999907625334987,-0.787444152401975,-0.999948164605114,-0.999999999999878,-0.9999966547260383
65,0,1,4,-398.83,-132.22,-238.0,-107.0,-204.25,-100.25,-168.2,-91.3,-114.79999999999998,-82.0,-81.0,-73.0,-41.0,-62.0,16.0,-48.0,34.75,-44.75,49.0,-40.79999999999998,92.1,-21.0,193.0,19.609999999999985,-90.91666666666667,-70.2375,213,22,-408,-134,-81.0,-73.0,16857.0,2421.3905936370043,4218.139722641399,1341.9184349761492,569.1571008842742,804.368218367078,894.3430705283785,543.6041184644777,798.628143527094,863.4695888024986,1.5707963267948966,0.416345068624453,-0.7453368204980605,-0.9982131099425083,-0.8164271367897216,0.5678312419014591,-0.9728694633894661,-0.02466924575117964,-0.14592486033127125,-0.9999999825128216,21820.0,21165.48159888346,8808.620588770505,984.8142201513161,2661.4606499173,1697.2002767085125,1346.6081503670766,1449.3743385623563,851.517505983046,881.8317686793042,1.5707963267948966,0.999255304243556,-0.9457305720508468,0.06100567210504372,-0.04752048173664134,-0.3629556600291212,-0.3732720950194261,-0.73053150909339,-0.3266843593149463,-0.8052675435331271
66,0,3,3,-628.0,-426.71,-232.2,-299.2,-116.75,-266.25,-51.899999999999935,-237.3,81.20000000000006,-186.79999999999998,179.5,-113.5,237.0,-20.19999999999996,278.29999999999995,162.49999999999991,293.0,284.0,307.0000000000001,364.80000000000007,345.1,466.9,377.26999999999987,660.3799999999992,58.42916666666667,-9.1625,385,695,-640,-453,179.5,-113.5,2199.0,46228.0716571835,14744.693174128955,7729.558580737353,6701.473692646096,5384.984725041966,5312.005692188017,5006.159539817322,4542.370089576321,2936.3082521287665,1.5707963267948966,0.47896441191539385,0.24963503529906775,0.09913322608526119,0.26104169897656454,0.15357894227273436,-0.0034278697246431437,0.12060775245880084,0.010738289851110572,0.15801129344510434,14023.0,39494.13507478617,19540.253008724427,11850.432392302104,8498.57381794035,6812.822875671576,5740.118625586089,4792.169577429591,4479.879417686346,3622.814510022109,1.5707963267948966,-0.4647338495954447,-0.22703855802921516,-0.0718666785758242,0.0017936398988230525,-0.020860322891893893,-0.03238556784472708,0.07978990837126582,0.028756011799564565,0.07433616607627941
67,2,3,2,-402.66,-756.71,-21.799999999999983,-340.59999999999997,61.0,-257.25,139.10000000000002,-201.3,283.40000000000003,-77.39999999999995,410.5,47.5,559.0,154.00000000000003,668.1999999999998,244.29999999999998,720.5,301.0,773.0,378.20000000000005,944.5999999999999,531.2,1144.9799999999998,763.4399999999999,393.9625,23.516666666666666,1168,836,-443,-807,410.5,47.5,5644.0,52808.37562797225,10278.556404205663,6203.8757157546615,3517.465095715355,2060.137290753828,4041.930240106877,2578.643848986481,2330.101746157057,2163.406806427336,1.5707963267948966,0.5271516984614355,0.7114781127711142,-0.5931319067682637,-0.7994493580368267,0.12660095524392914,0.9999999935065779,-0.9963795306477693,-0.9999963190132063,-0.9946357225490153,94551.0,61969.111863600665,14382.170298137158,6787.999416505438,2649.1651076440444,4009.0168459963825,2873.915440566777,2275.441861689047,2345.8032494022023,1698.9616352915618,1.5707963267948966,0.5165324912910322,0.8715279478488794,0.220793838804792,0.5966100180837557,-0.5205221031894574,0.9932004737965883,-0.8570922735411073,-0.9920898952734605,-0.9005249830262239
